numprocesso,objeto,orgao,adesao_ata_srp-2023__qtd_registros,alteracoes_ata_srp-2023__qtd_registros,contratos-2023__qtd_registros,empresas_participantes-2023__qtd_registros,itens-2023__qtd_registros,lotes-2023__qtd_registros,orgaos_participantes-2023__qtd_registros,publicidade-2023__qtd_registros,anomaly_score,is_anomalous
154,"Prestação de serviço continuado de sessões de fisioterapia pelo método PEDIASUIT, módulos Intensivo e Manutenção, para atender a demanda da 6ª Regional de Saúde",SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE,,,2.0,2.0,4.0,4.0,,2.0,-0.17586728917254257,0
181,"Aquisição de Projetor Multimídia, Tela de Projeção Retrátil Elétrica e Suporte Universal de Teto para Projetor  Convênio Itaipu Binacional Nº 4500058794/2020, para os Colégios Estaduais Cívico Militares CECM Tancredo de Almeida Neves, CECM Cataratas, CECM Prof.ª Júlia Wanderley e CECM José Alexandre Chiarelli.",SEED-Secretaria de Estado da Educação,,,2.0,6.0,6.0,6.0,,3.0,-0.18354003749975523,0
189,"Contratação de empresa especializada na prestação de serviços continuados de gerenciamento, controle e fornecimento sob demanda de combustíveis de aviação Querosene  JET A ou JET A1 e Gasolina - AVGAS, em rede de postos credenciados, com pagamento por meio de cartão 
micro processado com chip ou magnético, conjugado com a implantação e operação de sistema
informatizado integrado de gestão, acessível via web, visando o abastecimento das aeronaves e/ou
equipamentos do Batalhão de Polícia Militar de Operações Aéreas BPMOA e do Grupamento de
Operações Aéreas da Polícia Civil do Paraná GOA, mediante entrega parcelada, pelo período mínimo
de 24 vinte e quatro meses.",SESP-Secretaria de Estado da Segurança Pública,,,3.0,2.0,2.0,2.0,,1.0,-0.11060779176615632,0
190,"Contratação de empresa especializada em serviços de engenharia para adequação quanto a acessibilidade no Colégio Estadual Nossa Senhora Aparecida, localizado na Rua José Osíres Baglioli, 430/150, Xaxim, telefone 41 3346-6711, no Município de Curitiba, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,,,2.0,2.0,,2.0,-0.17910635201893244,0
194,"Contratacao de empresa especializada para prestacao de servicos de fornecimento, instalacao e manutencao de 2  elevadores de passageiros, localizados no Edificio Sede do Tribunal de Contas do Estrado do Parana incluindo a desmontagem e destinacao adequada dos 3 elevadores existentes.",TCEPR-Tribunal do Contas do Estado do Paraná,,,5.0,5.0,11.0,3.0,,2.0,-0.17327942878317398,0
201,"A presente licitação tem por objeto a contratação de empresa especializada para execução de serviços comuns de engenharia, consistindo de execução de manutenções e reformas nas edificações do Campus de Apucarana da Universidade Estadual do Paraná - UNESPAR, localizado na Av. Minas Gerais, 5021 - Núcleo Habitacional Adriano Correia, na cidade de Apucarana, Paraná, conforme Pasta Técnica e especificações contidas no edital.",UNESPAR-Universidade Estadual do Paraná,,,2.0,2.0,3.0,2.0,,1.0,-0.16904406649208187,0
208,Aquisição do sistema de chamada de enfermagem com serviço de mão de obra especializada para a remoção do sistema existente e instalação dos equipamentos novos para o Hospital Universitário Regional dos Campos Gerais -HURCG e Hospital Universitário Materno Infantil HUMAI,UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais,1.0,1.0,,15.0,16.0,16.0,32.0,1.0,-0.07336528630760897,0
216,"A presente contratação, em modalidade de licitação tem por objeto a contratação de serviços continuados de Técnico em Gravação de Áudio, Técnico de Sonorização, Cenotécnico, Eletricista, Técnico em Edição Audiovisual, Técnico em som, Técnico em Fotografia e Operação de Câmera, Técnico em Iluminação e Operador de Equipamentos de Audiovisual, Técnico em Produção Audiovisual, Técnico em Iluminação Cênica, Técnico em Sonorização,  por um período de 12 -doze- meses englobando postos de trabalho, visando atender às demandas estimadas da Universidade Estadual do Paraná / UNESPAR, no campus de Curitiba II -Cabral - TELAB e Boqueirão- com a metodologia de contratação por postos de trabalho, com fornecimento de mão de obra, de acordo com a especificidade da cada tipo de posto.",UNESPAR-Universidade Estadual do Paraná,,,4.0,9.0,19.0,9.0,,1.0,-0.16886856491725422,0
218,"Contratação de empresa especializada na prestação de serviços continuados de assistência técnica, manutenção preventiva, manutenção corretiva e serviços específicos de operação das bombas d águas do Hospital Universitário Regional dos Campos Gerais e Hospital Universitário Materno Infantil.",UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais,,,1.0,1.0,2.0,2.0,,6.0,-0.17213584496215534,0
224,"ABERTURA DE PROCESSO LICITATORIO PARA AQUISICAO DE 04 SWITCH EMPILHAVEL GERENCIAVEL 24 PORTAS 1000 SFP - ETHERNET LAYER 3 e 50 SWITCH GERENCIAVEL 24 PORTAS 1000 PoE - 4 PORTAS SFP - ETHERNET LAYER 2, PARA ATENDER A DEMANDA DA CASA CIVIL.",CASA CIVIL-Casa Civil do Estado do Paraná,,,2.0,2.0,7.0,6.0,,4.0,-0.17338576479388185,0
225,"PRESTAÇÃO DE SERVIÇOS CONTINUADOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA NOS EQUIPAMENTOS DE TELEFONIA UNIFYOPENSCAPE 4000, OPENSCAPE BUSINESS E OPENSCAPE VOICE EM TODAS AS LOCALIDADES ESPECIFICADAS DA UNIVERSIDADE ESTADUAL DE MARINGÁ",UEM-Universidade Estadual de Maringá,,,1.0,1.0,7.0,7.0,,4.0,-0.14495374972936292,0
236,"Prestação de serviço continuado de sessões de fisioterapia pelo método PEDIASUIT, módulos Intensivo e Manutenção, para atender a demanda da 6ª Regional de Saúde",SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE,,,1.0,3.0,52.0,3.0,51.0,1.0,-0.1454125832607957,0
238,"AQUISICAO DE MATERIAIS DE MANUTENCAO DE BENS IMOVEIS PARA OS
CAMPUS SANTA CRUZ, CEDETEG E IRATI DA UNICENTRO, COM RECURSOS PROPRIOS.",UNICENTRO-Universidade Estadual do Centro-Oeste,,,3.0,12.0,71.0,23.0,,4.0,-0.13908034101515304,0
248,"Contratação de empresa especializada para execução de serviços comuns de engenharia para o Colégio Estadual Theobaldo Miranda Santos, localizado à Rua Barroso, 787, Zona 3, telefone 44 3226-9827, no Município de Maringá, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,6.0,15.0,13.0,18.0,,3.0,-0.15991087775991847,0
253,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Dirce de Aguiar Maia, localizado na Rua Senador Accioly Filho, 197, Vila Santa Izabel, telefone 44 3225-4270, no Município de Maringá, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,3.0,4.0,3.0,3.0,,3.0,-0.16437376960023203,0
254,"Contratação de empresa especializada em serviços comuns de engenharia no Colégio Estadual Cívico-Militar Dr. Marcelino Nogueira, localizado na Alameda Washington Luiz, 721, Socomim, telefone 42 3272-3729, no Município de Telêmaco Borba, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,2.0,2.0,2.0,,1.0,-0.17915723975072634,0
256,"Contratação de empresa especializada em serviços comuns de engenharia no Colégio Estadual Professor João Loyola, localizado à Rua Mário Gomes César, 580, Pinheirinho, telefone 413246-1117 e 99637-0938, no Município de Curitiba, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,7.0,16.0,31.0,33.0,,3.0,-0.11680932282580186,0
258,"CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE LIMPEZA E MANUTENCAO PARA O CAMPUS IRATI DA UNICENTRO, COM RECURSOS PROPRIOS.",UNICENTRO-Universidade Estadual do Centro-Oeste,,,2.0,4.0,7.0,4.0,,5.0,-0.16073305225715695,0
260,"Contratação de empresa especializada em serviços comuns de engenharia na Escola Estadual Cecília Meireles, localizado à Rua Londrina, 898, Centro, telefone 44 3247-1137, no Município de Santa Fé, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,5.0,7.0,7.0,7.0,6.0,2.0,-0.16989561376864365,0
261,"Contratação de empresa especializada em serviços comuns de engenharia no Colégio Estadual Papa João XXIII, localizado à Rua Sebastião Pereira de Oliveira, 1163, Centro, telefone 44 3656-1231, no Município do Alto Piquiri, Estado do Paraná",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,2.0,2.0,2.0,,2.0,-0.18298345813156286,0
262,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual São Sebastião, localizado na Rua Nicola Pellanda, 8.125, Umbará, telefone 41 3348-4377, no Município de Curitiba, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,2.0,2.0,2.0,,2.0,-0.18433823034019675,0
263,Camiseta para Operação Verão 2023/2024 - Departamento da Polícia Civil.,SESP-Secretaria de Estado da Segurança Pública,,,2.0,3.0,2.0,2.0,,2.0,-0.18652685515664497,0
264,"Contratação de empresa especializada para execução dos serviços de engenharia para reforma da cantina com substituição de cobertura, na UNESPAR  Campus de União da Vitória, no endereço Praça Coronel Amazonas s/n, Centro, no município de União da Vitória, Paraná, conforme planilha orçamentária de referência constante no Anexo XIII da Pasta técnica.",UNESPAR-Universidade Estadual do Paraná,,,2.0,5.0,3.0,5.0,,3.0,-0.17782626811925312,0
265,"Contratação de empresa especializada em serviços de engenharia para o Colégio Estadual Vital Brasil, localizado à Rua Marechal Deodoro, 865, telefone 44 3227-3314, no Município de Maringá.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,2.0,3.0,2.0,,1.0,-0.18244442204008998,0
266,"Contratação de empresa especializada para execução de serviços comuns de engenharia  para o Colégio Estadual Professora Hilda Trautwein Kamal, localizado na Avenida Ipiranga, 4188, Centro, telefone 44  3622-1556, no Município de Umuarama, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,3.0,3.0,3.0,3.0,,3.0,-0.1786723139051854,0
267,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Professor Vidal Vanhoni, localizado na Rua Maneco Viana, s/n, Jardim Eldorado, telefone 41 3423-2726/3422-2346, no Município de Paranaguá, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,3.0,4.0,4.0,5.0,,3.0,-0.1802143785150832,0
270,"Contratação de empresa especializada em serviços comuns de engenharia no Colégio Estadual Branca da Mota Fernandes, localizado à Avenida Tuiuti, 1197, Vila Morangueira, telefone 44 3268-6802, no Município de Maringá, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,4.0,4.0,8.0,8.0,,3.0,-0.16950217372348947,0
271,"Contratação de empresa especializada para execução de serviços comuns de engenharia para o Colégio Estadual do Parque do Itaipu, localizado na Travessa Piapara, 150, Parque Itaipu, telefone 44 3266-1934, no Município de Maringá, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,2.0,2.0,2.0,,2.0,-0.18220171742551688,0
274,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Rio Branco, localizado à Rua Bispo Dom José, 2426, Bairro Batel, telefone 41 3242-1812 e 3244-1812, no Município de Curitiba, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,8.0,18.0,19.0,25.0,,2.0,-0.12308031211792714,0
280,"Contratação de empresa especializada para execução de serviços de engenharia de reparos no Colégio Estadual Campina da Lagoa, localizado na Rua Duque de Caxias, 296, Centro, telefone 44 3542-1270, no Município de Campina da Lagoa, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,9.0,11.0,9.0,,2.0,-0.1705892960784069,0
281,"Contratação de empresa especializada para execução de serviços comuns de engenharia para o Colégio Estadual José de Anchieta, localizado à Rua Generoso Karpinski, 1345, Centro, telefone 42 3644-1240, no Município de Santa Maria do Oeste, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,8.0,8.0,8.0,,3.0,-0.17462123197462776,0
282,"Contratação de empresa especializada para execução de serviços de engenharia de reparos no Colégio Estadual Professora Maria Luiza Franco Pacheco, localizado à Rua Getúlio Vargas, 70, Centro, telefone 41 3636-1485, no Município de Balsa Nova, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,2.0,2.0,2.0,,2.0,-0.17769273940321517,0
284,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Professor Júlio César, localizado na Avenida Antônio Franco Sobrinho, 419, Centro, telefone 42 3457-1276, no Município de Rebouças, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,11.0,28.0,34.0,35.0,,3.0,-0.0954172651822861,0
286,"Contratação de empresa especializada para execução de serviços de comuns de engenharia no Colégio Estadual Cívico-Militar Professora Jaci Real Prado de Oliveira, localizado à Rua Domingos Scucato, 998, Jardim Monte Santo, telefone 41 3699-3545, no Município de Almirante Tamandaré, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,2.0,2.0,2.0,,2.0,-0.18216011280959676,0
287,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual José de Anchieta, localizado na Rua Estado do Rio, 1341, Centro, telefone 45 3238-1405, no Município de Ibema, Estado do Paraná",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,2.0,4.0,2.0,,1.0,-0.18375700449903953,0
288,"aquisição de Materiais de expediente, acondicionamento, copa e cozinha, limpeza, manutenção de bens móveis e EPI para atender a demanda do Hospital Universitário Regional dos Campos Gerais e Hospital Universitário Materno Infantil",UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais,,,17.0,30.0,29.0,29.0,,2.0,-0.0967139866004782,0
289,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Professor Aídes Nunes da Silva, localizado na Rua Doutor David Xavier da Silva, 180, Centro, telefone 43 3554-1131, no Município de Congonhinhas, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,2.0,2.0,2.0,,1.0,-0.18072860118832257,0
295,"Contratação de empresa especializada em serviços de engenharia para adequação quanto a acessibilidade no Colégio Estadual Nossa Senhora Aparecida, localizado na Rua José Osíres Baglioli, 430/150, Xaxim, telefone 41 3346-6711, no Município de Curitiba, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,6.0,7.0,10.0,7.0,,2.0,-0.17936479910553133,0
297,"Contratação de empresa especializada para execução de serviços de engenharia de reparos no Colégio Estadual Gabriela Mistral, localizado à Rua Tabajaras, 840, Vila Isabel, telefone 41 3242-2312, no Município de Curitiba, Estado do Paraná",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,3.0,2.0,3.0,,2.0,-0.18056670098843097,0
298,"Contratação de empresa especializada para execução de serviços comuns de engenharia para o Colégio Estadual Cívico-Militar Ângelo Antônio Benedet, localizado à Rua das Camélias, 515, Jardim Santa Mônica, telefone 45 3541-1431, no Município de Santa Terezinha de Itaipu, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,2.0,2.0,2.0,,1.0,-0.17895979769658737,0
299,"Contratação de empresa especializada para execução de serviços comuns de engenharia para o Colégio Estadual Alberto de Carvalho, localizado à Rua Prefeito Antônio Witchemichen, 1215, telefone 42 3446-1372, no Município de Prudentópolis, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,3.0,7.0,17.0,9.0,,2.0,-0.17461938703089824,0
303,"Contratação de empresa especializada para execução de serviços comuns de engenharia para o Colégio Estadual Cívico-Militar Ipê Roxo, localizado à Rua Cláudio Gonzales Gavilan, 70, Cidade Nova, telefone 45 3575-7244, no Município de Foz do Iguaçu, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,1.0,15.0,15.0,,1.0,-0.1526293963724984,0
