numprocesso;ano;modalidade;nrlote;caracteristicas;situacao;valor_estimado;valor_ou_desconto_homologado;cpf_cnpj_vencedor;nome_razaosocial_vencedor
557;2025;Pregão Eletrônico (Lei Federal 14.133/2021);7;"EXCLUSIVA - SENSOR DE FLUXO DISTAL EXPIRATÓRIO PARA VENTILADOR PULMONAR INTERMED -IX5 - SKU, 179.00734 

PC";Homologado;17820.00;17760.00;16743543000139;POSTERARI ASSESSORIA TECNICA LTDA
557;2025;Pregão Eletrônico (Lei Federal 14.133/2021);8;"EXCLUSIVA - SENSOR DE FLUXO PROXIMAL ADULTO, ESTERILIZÁVEL, PARA VENTILADOR PULMONAR INTERMED -IX5 - SKU, 136.00310G 

PC";Homologado;9797.70;9400.00;16743543000139;POSTERARI ASSESSORIA TECNICA LTDA
558;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;Contratação de serviços para auditoria e certificação das informaçoes, conforme metodologia ACERTAR, dos 345 municípios operados pela Companhia de Saneamento do Paraná - Sanepar, fornecidas ao Sistema Nacional de Informaçoes sobre Saneamento (SNIS) para o ano fiscal de 2022.;Homologado;494162.21;278000.00;02189924000103;DELOITTE TOUCHE TOHMATSU CONSULTORES LTDA.
560;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;Acucar Cristal;Homologado;4446000.00;3060000.00;04725386000150;REDE COMPRE BEM LTDA
560;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;Acucar demerara;Homologado;2320000.00;1592000.00;04725386000150;REDE COMPRE BEM LTDA
560;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3;Polpa de tomate;Homologado;4005000.00;3460500.00;08727723000107;NUTRESSENCIAL ASSESSORIA E COMERCIO DE ALIMENTOS LTDA
560;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4;Extrato de tomate;Homologado;5035500.00;3879000.00;08727723000107;NUTRESSENCIAL ASSESSORIA E COMERCIO DE ALIMENTOS LTDA
560;2025;Pregão Eletrônico (Lei Federal 14.133/2021);5;Oleo de soja refinado;Homologado;9960000.00;8040000.00;04725386000150;REDE COMPRE BEM LTDA
560;2025;Pregão Eletrônico (Lei Federal 14.133/2021);6;Sal refinado iodado;Homologado;717500.00;292500.00;72131402000136;VB COMERCIO DE PRODUTOS ALIMENTICIOS  LTDA
562;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;MICROSCÓPIO CIRURGICO para atender a demanda do Hospital Universitário Regional dos Campos Gerais - HURCG;Homologado;1539648.51;1463000.00;33131079000734;CARL ZEISS DO BRASIL LTDA
563;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;Taça de Borra-cha Odontolo-gica;Fase Certame;178.20;;;
563;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;Espelho Bucal 1º Plano nº 5;Fase Certame;295.22;;;
563;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3;Bandeja Clínica para Esteriliza-ção de Instru-mentos Média;Fase Certame;977.96;;;
563;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4;Pinça clínica para algodão bi-angulada;Fase Certame;335.58;;;
563;2025;Pregão Eletrônico (Lei Federal 14.133/2021);5;Cunha anato-mica de madeira diversos tama-nhos TDV;Fase Certame;5.04;;;
563;2025;Pregão Eletrônico (Lei Federal 14.133/2021);6;Sonda explora-dora nº 05;Fase Certame;335.58;;;
563;2025;Pregão Eletrônico (Lei Federal 14.133/2021);7;Espátula plás-tica nº 142 para ionomero;Fase Certame;105.00;;;
563;2025;Pregão Eletrônico (Lei Federal 14.133/2021);8;Espátula dupla nº 1 sili;Fase Certame;345.10;;;
563;2025;Pregão Eletrônico (Lei Federal 14.133/2021);9;Limas Endonti-cas 21mm Fle-xofile;Fase Certame;466.07;;;
563;2025;Pregão Eletrônico (Lei Federal 14.133/2021);10;Limas Endonti-cas Tipo K nº 10;Fase Certame;134.50;;;
565;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;ÁCIDO QUENODESOXICÓLICO 250MG;Declarado Vencedor;420498.00;;1030;PHARMIX GMBH
567;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;manutenção preventiva e corretiva de elevadores e plataformas, incluindo reposição/fornecimento/substituição de peças e acessorios,;Homologado;55801.80;46299.96;25201004000169;SOBENO SERVICOS PARA ELEVADORES LTDA
567;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;manutenção preventiva e corretiva de elevadores e plataformas, incluindo reposição/fornecimento/substituição de peças e acessorios;Homologado;43390.80;37199.88;25201004000169;SOBENO SERVICOS PARA ELEVADORES LTDA
568;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;CISTEAMINA 150MG CAP LIB RETARDADA;Homologado;835632.00;648342.64;1122;SMART BIOFARMA S.R.L
568;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;CISTEAMINA 25MG CAP LIB RETARDADA;Fracassado;95592.00;;;
568;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3;CISTEAMINA 50MG CAP ;Homologado;116676.00;71026.20;1031;DYNAMIC PHARMA GROUP
568;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4;CISTEAMINA 75MG CAP LIB RETARDADA;Fracassado;4099626.00;;;
571;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;PRÓTESES E MATERIAIS ESPECIAIS (OPME);Deserto;57375.84;;;
571;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;PRÓTESES E MATERIAIS ESPECIAIS OPME;Homologado;103666.48;97447.16;36257530000167;HEXAGON DISTRIBUIÇÃO E LOGISTICA DE PRODUTOS MEDICOS LTDA.
571;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3;PRÓTESES E MATERIAIS ESPECIAIS OPME;Homologado;136465.52;128367.10;36257530000167;HEXAGON DISTRIBUIÇÃO E LOGISTICA DE PRODUTOS MEDICOS LTDA.
571;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4;" 	
PRÓTESES E MATERIAIS ESPECIAIS OPME";Deserto;22280.64;;;
571;2025;Pregão Eletrônico (Lei Federal 14.133/2021);5;PRÓTESES E MATERIAIS ESPECIAIS OPME;Homologado;588764.26;553438.58;36257530000167;HEXAGON DISTRIBUIÇÃO E LOGISTICA DE PRODUTOS MEDICOS LTDA.
571;2025;Pregão Eletrônico (Lei Federal 14.133/2021);6;PRÓTESES E MATERIAIS ESPECIAIS (OPME);Deserto;31706.76;;;
571;2025;Pregão Eletrônico (Lei Federal 14.133/2021);7;PRÓTESES E MATERIAIS ESPECIAIS (OPME) COM;Deserto;28380.80;;;
571;2025;Pregão Eletrônico (Lei Federal 14.133/2021);8;PRÓTESES E MATERIAIS ESPECIAIS (OPME) COM;Deserto;9245.40;;;
571;2025;Pregão Eletrônico (Lei Federal 14.133/2021);9;PRÓTESES E MATERIAIS ESPECIAIS (OPME) COM;Deserto;57071.28;;;
571;2025;Pregão Eletrônico (Lei Federal 14.133/2021);10;PRÓTESES E MATERIAIS ESPECIAIS (OPME) COM;Deserto;2294.40;;;
571;2025;Pregão Eletrônico (Lei Federal 14.133/2021);11;PRÓTESES E MATERIAIS ESPECIAIS (OPME) COM;Deserto;39948.48;;;
571;2025;Pregão Eletrônico (Lei Federal 14.133/2021);12;PRÓTESES E MATERIAIS ESPECIAIS (OPME) COM;Deserto;13052.40;;;
573;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;Aquisição de materiais ÓRTESES, PRÓTESES E MATERIAIS ESPECIAIS (OPME);Homologado;901375.20;900000.00;09530330000163;ORTOART MATERIAIS CIRURGICOS LTDA
573;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;Aquisição de materiais ÓRTESES, PRÓTESES E MATERIAIS ESPECIAIS (OPME);Homologado;22512.96;20160.00;22938449000138;SUTUTECH MATERIAIS MEDICOS LTDA.
573;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3;Aquisição de materiais ÓRTESES, PRÓTESES E MATERIAIS ESPECIAIS (OPME);Homologado;31708.32;31708.32;07370983000105;J.R. COMERCIO DE FIOS LTDA ­
573;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4;Aquisição de materiais ÓRTESES, PRÓTESES E MATERIAIS ESPECIAIS (OPME);Homologado;31500.00;31500.00;56061624000173;VERSA MEDICAL LTDA
573;2025;Pregão Eletrônico (Lei Federal 14.133/2021);5;Aquisição de materiais ÓRTESES, PRÓTESES E MATERIAIS ESPECIAIS (OPME);Homologado;94500.00;93999.78;56061624000173;VERSA MEDICAL LTDA
574;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;Transporte de bens, em 2 caminhoes tipo bau com no mínimo 10 metros de comprimento, incluindo fornecimento de mão de obra para carga e descarga.;Fase Certame;112000.00;;;
575;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;Ceftazidima Pentaidratada Avibactam Sodico;Homologado;1215593.00;1215593.00;61072393003906;PFIZER BRASIL LTDA
576;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;lote 1 - Serviços Gráficos;Homologado;738460.00;465210.00;29274596000108;BARALHOS PROMOCIONAIS GRAFICA E EDITORA LTDA
576;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;Lote 02 - Brindes ;Homologado;60370.00;57730.00;41001483000126;SERVITEC MANUTENCAO E SERVICOS LTDA
576;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3;Lote 3 - Serigrafia - BackDrop - WindBanner.;Homologado;95295.30;90997.50;56933253000172;56.933.253 MARCO ANTONIO SGODA
577;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;"Aquisição de um aparelho de  ultrassonografia veterinária portátil, destinado ao diagnostico reprodutivo de bovinos e ovinos,
para uso nas atividades práticas, de pesquisa e extensão desenvolvidas na Fazenda Experimental
da Unioeste  Campus de Marechal Cândido Rondon.";Homologado;24900.00;15300.00;32243752000170;HITEC MEDICAL COMERCIO E ASSISTENCIA TECNICA DE EQUIPAMENTOS MEDICOS LTDA
578;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;HIDROCORTISONA 10 MG;Fase Certame;159649.90;;;
578;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;HIDROCORTISONA 20 MG;Fase Certame;14922.00;;;
578;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3;HIDROCORTISONA 5 MG;Fase Certame;63199.50;;;
579;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;CONTRASTE Iodado nao ionico, solucao injetavel;Homologado;512697.60;353393.28;05993698000107;1000MEDIC DISTRIBUIDORA IMPORTADORA EXPORTADORA DE MEDICAMENTOS LTDA
579;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2; CONTRASTE Iodado nao ionico, solucao injetavel;Homologado;169712.40;116979.72;05993698000107;1000MEDIC DISTRIBUIDORA IMPORTADORA EXPORTADORA DE MEDICAMENTOS LTDA
579;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3;CONTRASTE GADOXETATO DISSODICO solucao injetavel;Fracassado;15050.70;;;
579;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4;"CONTRASTE CONTRASTE iodado para exame dos vasos linfaticos,
sialografia e fistulografia";Fracassado;15724.60;;;
580;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;DIAZOXIDO 25 MG;Fase Certame;244464.60;;;
580;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;DIAZOXIDO 50 MG/ML ;Fase Certame;360263.40;;;
581;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;Imunoglobulina Humana Anti D 250-300mcg;Homologado;4372755.00;3258712.50;02513899000414;GRIFOLS BRASIL LTDA.
582;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1; 	Aquisição de medicamentos para o Hospital Universitário Regional dos Campos Gerais ;Fase Certame;9871.20;;;
582;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2; 	Aquisição de medicamentos para o Hospital Universitário Regional dos Campos Gerais ;Fase Certame;60.00;;;
582;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3; 	Aquisição de medicamentos para o Hospital Universitário Regional dos Campos Gerais ;Fase Certame;280.00;;;
582;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4; 	Aquisição de medicamentos para o Hospital Universitário Regional dos Campos Gerais ;Fase Certame;3552.00;;;
582;2025;Pregão Eletrônico (Lei Federal 14.133/2021);5; 	Aquisição de medicamentos para o Hospital Universitário Regional dos Campos Gerais ;Fase Certame;1160.00;;;
582;2025;Pregão Eletrônico (Lei Federal 14.133/2021);6; 	Aquisição de medicamentos para o Hospital Universitário Regional dos Campos Gerais ;Fase Certame;40.00;;;
582;2025;Pregão Eletrônico (Lei Federal 14.133/2021);7; 	Aquisição de medicamentos para o Hospital Universitário Regional dos Campos Gerais ;Fase Certame;1723.00;;;
582;2025;Pregão Eletrônico (Lei Federal 14.133/2021);8; 	Aquisição de medicamentos para o Hospital Universitário Regional dos Campos Gerais ;Fase Certame;148.00;;;
582;2025;Pregão Eletrônico (Lei Federal 14.133/2021);9; 	Aquisição de medicamentos para o Hospital Universitário Regional dos Campos Gerais ;Fase Certame;12000.00;;;
582;2025;Pregão Eletrônico (Lei Federal 14.133/2021);10; 	Aquisição de medicamentos para o Hospital Universitário Regional dos Campos Gerais ;Fase Certame;1713.50;;;
582;2025;Pregão Eletrônico (Lei Federal 14.133/2021);11; 	Aquisição de medicamentos para o Hospital Universitário Regional dos Campos Gerais ;Fase Certame;144.00;;;
582;2025;Pregão Eletrônico (Lei Federal 14.133/2021);12; 	Aquisição de medicamentos para o Hospital Universitário Regional dos Campos Gerais ;Fase Certame;4204.00;;;
582;2025;Pregão Eletrônico (Lei Federal 14.133/2021);13; 	Aquisição de medicamentos para o Hospital Universitário Regional dos Campos Gerais ;Fase Certame;713.00;;;
582;2025;Pregão Eletrônico (Lei Federal 14.133/2021);14; 	Aquisição de medicamentos para o Hospital Universitário Regional dos Campos Gerais ;Fase Certame;384.00;;;
582;2025;Pregão Eletrônico (Lei Federal 14.133/2021);15; 	Aquisição de medicamentos para o Hospital Universitário Regional dos Campos Gerais ;Fase Certame;777.00;;;
582;2025;Pregão Eletrônico (Lei Federal 14.133/2021);16; 	Aquisição de medicamentos para o Hospital Universitário Regional dos Campos Gerais ;Fase Certame;532.00;;;
582;2025;Pregão Eletrônico (Lei Federal 14.133/2021);17; 	Aquisição de medicamentos para o Hospital Universitário Regional dos Campos Gerais ;Fase Certame;5400.00;;;
582;2025;Pregão Eletrônico (Lei Federal 14.133/2021);18; 	Aquisição de medicamentos para o Hospital Universitário Regional dos Campos Gerais ;Fase Certame;145442.00;;;
583;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;Fixador p/ cânula de traqueostomia adulto;Fase Certame;148301.46;;;
583;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;Fixador p/ cânula de traqueostomia adulto;Fase Certame;49433.82;;;
583;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3;Fixador p/ canula de traqueostomia infantil;Fase Certame;78411.36;;;
583;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4;Fixador p/ canula de traqueostomia infantil;Fase Certame;26137.12;;;
583;2025;Pregão Eletrônico (Lei Federal 14.133/2021);5;"Cânula para traqueostomia
metálica nº 1
";Fase Certame;115518.00;;;
583;2025;Pregão Eletrônico (Lei Federal 14.133/2021);6;"Cânula para traqueostomia
metálica nº 1
";Fase Certame;38506.00;;;
583;2025;Pregão Eletrônico (Lei Federal 14.133/2021);7;"Cânula para traqueostomia metálica nº 2
";Fase Certame;115518.00;;;
583;2025;Pregão Eletrônico (Lei Federal 14.133/2021);8;"Cânula para traqueostomia
metálica nº 2";Fase Certame;38506.00;;;
583;2025;Pregão Eletrônico (Lei Federal 14.133/2021);9;Cânula para traqueostomia metálica nº 4 média;Fase Certame;60141.56;;;
583;2025;Pregão Eletrônico (Lei Federal 14.133/2021);10;"Cânula para traqueostomia metálica nº 5 longa
";Fase Certame;20014.16;;;
583;2025;Pregão Eletrônico (Lei Federal 14.133/2021);11;"Cânula para traqueostomia
metálica nº 5 longa";Fase Certame;50390.27;;;
583;2025;Pregão Eletrônico (Lei Federal 14.133/2021);12;"Cânula para traqueosto-
mia metálica nº 5 média";Fase Certame;74389.56;;;
583;2025;Pregão Eletrônico (Lei Federal 14.133/2021);13;"Cânula para traqueosto-
mia metálica nº 5 média";Fase Certame;24691.45;;;
583;2025;Pregão Eletrônico (Lei Federal 14.133/2021);14;"Cânula para traqueosto-
mia metálica nº 3 curta";Fase Certame;66530.60;;;
583;2025;Pregão Eletrônico (Lei Federal 14.133/2021);15;"Cânula para traqueosto-
mia metálica nº 5 curta";Fase Certame;65748.24;;;
583;2025;Pregão Eletrônico (Lei Federal 14.133/2021);16;"Cânula para traqueosto-
mia metálica nº 6 média";Fase Certame;46865.55;;;
583;2025;Pregão Eletrônico (Lei Federal 14.133/2021);17;"Cânula para traqueosto-
mia metálica nº 6 longa";Fase Certame;51330.06;;;
583;2025;Pregão Eletrônico (Lei Federal 14.133/2021);18;"Cânula para traqueosto-
mia metálica nº 6 curta";Fase Certame;66247.24;;;
583;2025;Pregão Eletrônico (Lei Federal 14.133/2021);19;"Cânula para traqueosto-
mia metálica nº 4 longa";Fase Certame;69717.51;;;
583;2025;Pregão Eletrônico (Lei Federal 14.133/2021);20;"Cânula para traqueosto-
mia metálica nº 4 longa";Fase Certame;23239.17;;;
584;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;Bebedouro;Homologado;39332.92;34476.92;29953468000182;LICITARA COMERCIO DE MAQUINAS E EQUIPAMENTOS LTDA EPP
586;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;Luva de procedimento ;Homologado;732010.00;472500.00;00339246000192;LONDRICIR COMERCIO DE MATERIAL HOSPITALAR LTDA
586;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;Luva sem látex para procedimento ;Homologado;1365090.00;775000.00;00339246000192;LONDRICIR COMERCIO DE MATERIAL HOSPITALAR LTDA
586;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3;Luvas cirurgicas;Homologado;338010.00;205700.00;00339246000192;LONDRICIR COMERCIO DE MATERIAL HOSPITALAR LTDA
586;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4;Luva cirurgica isenta de látex ;Homologado;34190.00;26780.00;00656468000139;SOMA/PR COMERCIO DE PRODUTOS HOSPITALARES LTDA
586;2025;Pregão Eletrônico (Lei Federal 14.133/2021);5;Luva cirurgica n. 6,0;Homologado;14670.00;14670.00;47326875000141;TANKAVEL LTDA
586;2025;Pregão Eletrônico (Lei Federal 14.133/2021);5;Luva cirurgica n. 6,0;Homologado;14670.00;14670.00;47326875000141;JP-TAMC COMERCIAL LTDA
586;2025;Pregão Eletrônico (Lei Federal 14.133/2021);6;Luva cirurgica n. 8,5;Homologado;17300.00;11000.00;00339246000192;LONDRICIR COMERCIO DE MATERIAL HOSPITALAR LTDA
586;2025;Pregão Eletrônico (Lei Federal 14.133/2021);7;Luva cirurgica isenta de látex n. 6,0;Fracassado;7670.00;;;
586;2025;Pregão Eletrônico (Lei Federal 14.133/2021);8;Luva cirurgica isenta de látex n. 8,5;Homologado;9000.00;7050.00;00656468000139;SOMA/PR COMERCIO DE PRODUTOS HOSPITALARES LTDA
587;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;ESPINGARDA CALIBRE 12 Gauge com Sistema Semiautomático e repetição (Pump) e acessorios.;Publicado;18156227.20;;;
587;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;Serviço de Ensaio de Amostra ;Publicado;254202.92;;;
590;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;CICLOSPORINA MICROEMULSÃO, 100 MG/ML;Homologado;953068.20;859428.60;09944371000520;SULMEDIC COMÉRCIO DE MEDICAMENTOS LTDA - FILIAL 
590;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;CICLOSPORINA MICROEMULSÃO, 25 MG;Fracassado;330317.50;;;
590;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3;CICLOSPORINA MICROEMULSÃO, 50 MG;Fracassado;1271484.00;;;
590;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4;CICLOSPORINA, MICROEMULSÃO, 100 MG;Homologado;4319175.00;4278256.50;09944371000520;SULMEDIC COMÉRCIO DE MEDICAMENTOS LTDA - FILIAL 
