numprocesso;ano;modalidade;situacao;objeto;orgao;criteriojulgamento;valor_estimado;valor_ou_desconto_homologado;dataabertura;datahomologacao;arquivo;objeto_normalizado;proporcao_homologado_estimado;flag_sobrepreco;lead_time_dias;ano_abertura;volume_licitacoes_orgao_ano;orgao_norm;municipio_extraido;populacao;idhm;categoria_objeto;score_anomalia;score_if;score_lof;classificacao;flag_anomalia;driver_principal;z_score_driver;tipo_anomalia;driver_contexto;valor_estimado_fmt;valor_homol_fmt;proporcao_fmt;lead_time_fmt
1290;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;FORNECIMENTO PARCELADO DE MEDICAMENTOS ANTI-NEOPLÁSICOS DIVERSOS PARA ATENDER O HOSPITAL VETERINÁRIO-UEL E HOSPITAL UNIVERSITÁRIO DE LONDRINA - HU-UEL.;UEL-Universidade Estadual de Londrina;Menor Preço;134882050.0;;2024-09-26;2024-10-24;TB_LICITACOES-2024.csv;fornecimento parcelado de medicamentos anti-neoplásicos diversos para atender o hospital veterinário-uel e hospital universitário de londrina - hu-uel.;;False;28.0;2024;250;uel-universidade estadual de londrina;Londrina;581382.0;0.725;saude;0.3142624629866021;0.5148527030080566;0.013377102954420414;Suspeita Moderada;True;gasto_per_capita_log1p;5.45;Gasto per Capita Atípico;gasto per capita muito alto;R$ 134,882,050;—;—;28 dias
225;2023;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;PRESTAÇÃO DE SERVIÇOS CONTINUADOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA NOS EQUIPAMENTOS DE TELEFONIA UNIFYOPENSCAPE 4000, OPENSCAPE BUSINESS E OPENSCAPE VOICE EM TODAS AS LOCALIDADES ESPECIFICADAS DA UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM-Universidade Estadual de Maringá;Menor Preço;51252192.0;;2023-08-31;2023-12-18;TB_LICITACOES-2023.csv;prestação de serviços continuados de manutenção preventiva e corretiva nos equipamentos de telefonia unifyopenscape 4000, openscape business e openscape voice em todas as localidades especificadas da universidade estadual de maringá;;False;109.0;2023;121;uem-universidade estadual de maringa;Maringá;429660.0;0.681;servicos;0.3141323841423996;0.47139948737622217;0.07823172929166561;Suspeita Moderada;True;gasto_per_capita_log1p;4.79;Gasto per Capita Atípico;gasto per capita muito alto;R$ 51,252,192;—;—;109 dias
21;2023;Convite;Homologado;- Descarte de aproximadamente 60 TONELADAS de raízes de mandioca, com variação permitida, para mais ou para menos, em LOTE ÚNICO, a serem colhidas e retiradas na Estação de Pesquisa Paranavaí.;IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;Maior Lance;3272400.0;43520.0;2023-10-04;2023-10-06;TB_LICITACOES-2023.csv;- descarte de aproximadamente 60 toneladas de raízes de mandioca, com variação permitida, para mais ou para menos, em lote único, a serem colhidas e retiradas na estação de pesquisa paranavaí.;0.013299107688546632;False;2.0;2023;29;idr-instituto de desenvolvimento rural do parana - iapar-emater;;;;outros;0.31394551074452026;0.4878387756688294;0.053105613358056664;Suspeita Moderada;True;desconto_pct;2.9;Desconto Atípico;desconto de 99%;R$ 3,272,400;R$ 43,520;0.01×;2 dias
1720;2021;Pregão Eletrônico;Homologado;Contratação de empresa técnica especializada para fornecimento de Projetos Executivos e documentação correlata, visando à posterior execução dos referidos Projetos de rede lógica em Fibra Óptica Tecnologia GPON - GIGABIT PASSIVE OPTICAL NETWORK- , a ser instalada nas Unidades da Polícia Militar do Paraná ;PMPR-CGPM-Comando Geral da Polícia Militar - SESP;Menor Preço;1680000.0;5900.0;2021-12-13;2022-01-11;TB_LICITACOES-2021.csv;contratação de empresa técnica especializada para fornecimento de projetos executivos e documentação correlata, visando à posterior execução dos referidos projetos de rede lógica em fibra óptica tecnologia gpon - gigabit passive optical network- , a ser instalada nas unidades da polícia militar do paraná;0.003511904761904762;False;29.0;2021;13;pmpr-cgpm-comando geral da policia militar - sesp;;;;seguranca;0.31380826601149914;0.4895168425104373;0.05024540126309198;Suspeita Moderada;True;desconto_pct;2.93;Desconto Atípico;desconto de 100%;R$ 1,680,000;R$ 5,900;0.00×;29 dias
1515;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;FORNECIMENTO PARCELADO DE ACESSÓRIOS PARA USO EM MONITORES DA MARCA GE DO HOSPITAL UNIVERSITÁRIO DE LONDRINA.;UEL-Universidade Estadual de Londrina;Menor Preço;19394061.0;972600.0;2024-10-22;2025-01-13;TB_LICITACOES-2024.csv;fornecimento parcelado de acessórios para uso em monitores da marca ge do hospital universitário de londrina.;0.050149373047759314;False;83.0;2024;250;uel-universidade estadual de londrina;Londrina;581382.0;0.725;saude;0.31378133562864563;0.5008929283954385;0.033113946478456266;Suspeita Moderada;True;gasto_per_capita_log1p;3.54;Gasto per Capita Atípico;gasto per capita muito alto;R$ 19,394,061;R$ 972,600;0.05×;83 dias
20;2023;Pregão Eletrônico;Homologado;"Aquisicao através de SISTEMA DE REGISTRO DE PRECOS de materiais para o Etilometro
BAF 300 -I- e luvas de procedimento para a realizacao de testagem alcoolica nos trabalhadores envolvidos na atividade portuaria, durante o periodo de 12 meses.";APPA-Administração dos Portos de Paranaguá e Antonina;Menor Preço;1378600.0;1378600.0;2023-01-20;2023-03-06;TB_LICITACOES-2023.csv;aquisicao através de sistema de registro de precos de materiais para o etilometro baf 300 -i- e luvas de procedimento para a realizacao de testagem alcoolica nos trabalhadores envolvidos na atividade portuaria, durante o periodo de 12 meses.;1.0;False;45.0;2023;66;appa-administracao dos portos de paranagua e antonina;Paranaguá;150104.0;0.746;uniformes;0.3137516725092192;0.4945933265526368;0.042489191444092855;Suspeita Moderada;True;gasto_per_capita_log1p;2.32;Gasto per Capita Atípico;gasto per capita muito alto;R$ 1,378,600;R$ 1,378,600;1.00×;45 dias
7;2020;Licitação Presencial - Estatal;Homologado;O presente procedimentolicitatório tem por objetivo a contratação de empresa especializada para elaboração de Projeto executivo de reforma das instalações portuárias, visando atender as  necessidades  do  Plano  de  segurança  Portuária/2020  do  Porto  de  Paranaguá,  conforme normas vigentes e demais condições presentes neste Edital, no Termo de Referência e demais elementos anexados pelo setorrequisitante. ;APPA-Administração dos Portos de Paranaguá e Antonina;Menor Preço;23020125.0;11987856.0;2020-08-11;2020-09-24;TB_LICITACOES-2020.csv;o presente procedimentolicitatório tem por objetivo a contratação de empresa especializada para elaboração de projeto executivo de reforma das instalações portuárias, visando atender as necessidades do plano de segurança portuária/2020 do porto de paranaguá, conforme normas vigentes e demais condições presentes neste edital, no termo de referência e demais elementos anexados pelo setorrequisitante.;0.5207554693990585;False;44.0;2020;89;appa-administracao dos portos de paranagua e antonina;Paranaguá;150104.0;0.746;obras;0.3136664229791779;0.4866884906058945;0.05413332153910304;Suspeita Moderada;True;gasto_per_capita_log1p;5.04;Gasto per Capita Atípico;gasto per capita muito alto;R$ 23,020,125;R$ 11,987,856;0.52×;44 dias
539;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Aquisição de equipamentos e utensílios médico-odontológicos, laboratorial, hospitalar, materiais químico e ferramentas.;UEPG-Universidade Estadual de Ponta Grossa;Menor Preço;23282127.0;;2024-06-24;2024-10-24;TB_LICITACOES-2024.csv;aquisição de equipamentos e utensílios médico-odontológicos, laboratorial, hospitalar, materiais químico e ferramentas.;;False;122.0;2024;46;uepg-universidade estadual de ponta grossa;Ponta Grossa;375632.0;0.705;saude;0.313609272601062;0.4910772259087254;0.04740734263956683;Suspeita Moderada;True;gasto_per_capita_log1p;4.14;Gasto per Capita Atípico;gasto per capita muito alto;R$ 23,282,127;—;—;122 dias
16;2025;Credenciamento;Homologado;"Contratação de empresa especializada na prestação de serviços de administração,
gerenciamento, emissão e distribuição de benefício de vales alimentação, por meio de
cartão eletrônico com chip, com senha pessoal, e rede de arranjo aberto, para atender
aos empregados, diretores e servidores cedidos da PARANAPREVIDÊNCIA";PRPREV-Serviço Social Autônomo PARANAPREVIDENCIA;-;197904330.0;197904330.0;2025-04-10;2025-06-11;TB_LICITACOES-2025.csv;contratação de empresa especializada na prestação de serviços de administração, gerenciamento, emissão e distribuição de benefício de vales alimentação, por meio de cartão eletrônico com chip, com senha pessoal, e rede de arranjo aberto, para atender aos empregados, diretores e servidores cedidos da paranaprevidência;1.0;False;62.0;2025;30;prprev-servico social autonomo paranaprevidencia;;;;alimentacao;0.31350679294600897;0.49997592989225126;0.033803087526645494;Suspeita Moderada;True;volume_orgao_ano_log1p;0.93;Volume Anual Atípico;volume de licitações atípico;R$ 197,904,330;R$ 197,904,330;1.00×;62 dias
1469;2023;Pregão Eletrônico;Homologado;"Prestação de serviço de criação e confecção impressão de cartilha ilustrativa para realização de 
campanha educativa sobre a LGPD Lei Geral de Proteção de Dados";FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Menor Preço;134000.0;134000.0;2024-01-18;2024-01-22;TB_LICITACOES-2023.csv;prestação de serviço de criação e confecção impressão de cartilha ilustrativa para realização de campanha educativa sobre a lgpd lei geral de proteção de dados;1.0;False;4.0;2024;173;funeas-fundacao estatal de atencao em saude do estado do parana;;;;comunicacao;0.31345680658206043;0.4039940848161549;0.17765088923091882;Suspeita Moderada;True;valor_estimado_log1p;2.09;Valor Estimado Atípico;R$ 134,000 estimado;R$ 134,000;R$ 134,000;1.00×;4 dias
678;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Contratação de empresa especializada para execução dos serviços de Pintura das quadras poliesportivas QE1, QE2 e QE4, pintura de demarcação, preparo do piso cimentado para pintura com lixamento e limpeza, pintura de piso com tinta acrílica e pintura de piso com tinta a base de borracha clorada no Campus Sede, no endereço Avenida Colombo, nº 5790, Zona 7, no município de Maringá, Paraná.;UEM-Universidade Estadual de Maringá;Menor Preço;16038068.0;;2024-07-03;2024-11-29;TB_LICITACOES-2024.csv;contratação de empresa especializada para execução dos serviços de pintura das quadras poliesportivas qe1, qe2 e qe4, pintura de demarcação, preparo do piso cimentado para pintura com lixamento e limpeza, pintura de piso com tinta acrílica e pintura de piso com tinta a base de borracha clorada no campus sede, no endereço avenida colombo, nº 5790, zona 7, no município de maringá, paraná.;;False;149.0;2024;227;uem-universidade estadual de maringa;Maringá;429660.0;0.681;limpeza;0.31340671249966323;0.5080845858784986;0.021389902431410326;Suspeita Moderada;True;gasto_per_capita_log1p;3.65;Gasto per Capita Atípico;gasto per capita muito alto;R$ 16,038,068;—;—;149 dias
316;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Materiais para laboratório de enfermagem;UNIOESTE FOZ-Universidade Estadual do Oeste do Paraná - Campus Foz do Iguaçu;Menor Preço;1154525.0;647100.0;2025-04-11;2025-04-28;TB_LICITACOES-2025.csv;materiais para laboratório de enfermagem;0.5604902449059137;False;17.0;2025;11;unioeste foz-universidade estadual do oeste do parana - campus foz do iguacu;Foz do Iguaçu;297352.0;0.732;saude;0.3133739228899061;0.5041881597703461;0.02715256756924604;Suspeita Moderada;True;volume_orgao_ano_log1p;1.6;Volume Anual Atípico;volume de licitações atípico;R$ 1,154,525;R$ 647,100;0.56×;17 dias
16;2024;Pregão Eletrônico;Cancelado;Pregão Eletrônico, do Tipo Menor preço por lote, objetivando o Registro de Preços para Futura e eventual contratação de empresa para prestação de serviço SERVENTE, COPEIRO, COZINHEIRO, AUXILIAR DE COZINHA, ENCARREGADA, PORTEIRO E OFICIAL DE MANUTENÇÃO, COLETOR DE RESÍDUOS COM FORNECIMENTO DE MÃO DE OBRA, UNIFORMES, E EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL para o Hospital Universitário do Oeste do Paraná - HUOP.;UNIOESTE HUOP-Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná;Menor Preço;;;2024-01-25;;TB_LICITACOES-2024.csv;pregão eletrônico, do tipo menor preço por lote, objetivando o registro de preços para futura e eventual contratação de empresa para prestação de serviço servente, copeiro, cozinheiro, auxiliar de cozinha, encarregada, porteiro e oficial de manutenção, coletor de resíduos com fornecimento de mão de obra, uniformes, e equipamentos de proteção individual para o hospital universitário do oeste do paraná - huop.;;False;;2024;30;unioeste huop-universidade estadual do oeste do parana - hospital universitario do oeste do parana;;;;obras;0.31330617184403015;0.5062731460817612;0.023855710487433537;Suspeita Moderada;True;valor_estimado_log1p;6.61;Valor Estimado Atípico;valor atípico;—;—;—;—
12;2024;Convite;Homologado;Descarte de aproximadamente 90 TONELADAS de raízes de mandioca, com variação permitida, para mais ou para menos, em LOTE ÚNICO, a serem colhidas e retiradas na Estação de Pesquisa e Inovação de Xambrê, localizada no município de Xambrê Paraná,;IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;Maior Lance;923400.0;13050.0;2024-09-05;2024-09-09;TB_LICITACOES-2024.csv;descarte de aproximadamente 90 toneladas de raízes de mandioca, com variação permitida, para mais ou para menos, em lote único, a serem colhidas e retiradas na estação de pesquisa e inovação de xambrê, localizada no município de xambrê paraná,;0.014132553606237816;False;4.0;2024;47;idr-instituto de desenvolvimento rural do parana - iapar-emater;;;;outros;0.3131287905317235;0.48626766617058303;0.053420477073434204;Suspeita Moderada;True;desconto_pct;2.9;Desconto Atípico;desconto de 99%;R$ 923,400;R$ 13,050;0.01×;4 dias
96;2021;Concorrência Pública;Homologado;"O objeto desta licitação é a contratação de serviços de consultoria técnica de pessoa
jurídica para revisão do Plano de Manejo da Área de Preservação Ambiental (APA) de
Guaratuba e elaboração do Plano de Manejo do Parque Estadual do Boguaçu,
realizando síntese de dados secundários e especializados, levantamento de dados
primários para uso público, condução de oficinas, atividades de análise estratégica e
planejamento.";IAT-Instituto Água e Terra (Antigo IAP);Técnica e Preço;69037500.0;50538200.0;2021-11-05;2022-08-02;TB_LICITACOES-2021.csv;o objeto desta licitação é a contratação de serviços de consultoria técnica de pessoa jurídica para revisão do plano de manejo da área de preservação ambiental (apa) de guaratuba e elaboração do plano de manejo do parque estadual do boguaçu, realizando síntese de dados secundários e especializados, levantamento de dados primários para uso público, condução de oficinas, atividades de análise estratégica e planejamento.;0.7320398334238638;False;270.0;2021;44;iat-instituto agua e terra (antigo iap);;;;veiculos;0.3130135695914885;0.4953801653445954;0.03946367596182816;Suspeita Moderada;True;lead_time_log1p;1.51;Prazo Processual Atípico;270 dias de prazo;R$ 69,037,500;R$ 50,538,200;0.73×;270 dias
1615;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Racks e mini isoladores para camundongos e ratos;UEL-Universidade Estadual de Londrina;Menor Preço;132164100.0;;2024-11-21;2024-11-29;TB_LICITACOES-2024.csv;racks e mini isoladores para camundongos e ratos;;False;8.0;2024;250;uel-universidade estadual de londrina;Londrina;581382.0;0.725;outros;0.31292178452996666;0.5150090513997173;0.00979088422534069;Suspeita Moderada;True;gasto_per_capita_log1p;5.43;Gasto per Capita Atípico;gasto per capita muito alto;R$ 132,164,100;—;—;8 dias
2188;2022;Pregão Eletrônico;Fase Certame;Compra de fitas para fixar tapete de dança ;CCTG-Centro Cultural Teatro Guaira;Maior Preço;1794635.0;;2022-11-25;;TB_LICITACOES-2022.csv;compra de fitas para fixar tapete de dança;;False;;2022;15;cctg-centro cultural teatro guaira;Guaíra;33058.0;0.641;outros;0.31290201727540523;0.5119663749800559;0.01430548071842926;Suspeita Moderada;True;gasto_per_capita_log1p;4.01;Gasto per Capita Atípico;gasto per capita muito alto;R$ 1,794,635;—;—;—
